Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
CodeAmandaSexBedDeflower_3aaf1d29		Поняв, что она права, вы поцеловали ее на прощание и покинули комнату, в которую чуть ранее столь удачно зашли.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	314	"[what]"
CodeAmandaSexScene_9871425f		Движимый неуемной похотью, вы прокрались в комнату Аманды среди ночи и разбудили ее грязными приставаниями. К вашему удивлению, она вас не выгнала, а наоборот, с радостью приняла, расточая авансы и делая недвусмысленные намеки.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	321	"[what]"
CodeAmandaSexScene_5a5dcb15		Сцена продолжилась в близости до полного удовлетворения.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	329	"[what]"
CodeAmandaSexPush_bc364360		"Стефан, ты что, оглох?" — не слишком вежливо ответила вам Аманда. "Если тебе бочка на голову упала или там ты споткнулся и о камень головушкой приложился, то так и скажи. Повторяю еще раз: я еще девушка! И с тобой я девственность свою терять не намерена. Теперь понятно?"	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	346	"[what]"
CodeAmandaSexPush_aab7b5cc		"Значит так, считаем, что этого разговора не было, мое предложение еще в силе. И?" — примирительно сказала Аманда.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	348	"[what]"
CodeAmandaSexPush_2719dee7		"Я тебе хотела приятное сделать, а ты меня попрекать решил? Спокойной ночи, дверь прямо за тобой." И с этими словами Аманда накрылась одеялом и отвернулась от вас.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	351	"[what]"
CodeAmandaSexPush_7d075fca		Ваши упреки подействовали на Аманду. Пристыженная, она ответила: "Ты прав. Что ж, то, что я другим позволяла, должна позволить и тебе. Не поспоришь."	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	371	"[what]"
CodeAmandaSexPush_711d5a32		И все-таки в ее тоне вы уловили грустные нотки.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	372	"[what]"
CodeAmandaSexPush_6ebc3054		"Ага, ты меня еще попрекать будешь, моралист фигов!" — ответила вам Аманда. "Если тебе мое предложение не по нутру — то дверь вон там. Выбирай."	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	378	"[what]"
CodeAmandaSexPush_3b50c283		"Ах, так ты пришел сюда за мою нравственность бороться? А я-то думала..." — картинно развела руками Аманда.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	383	"[what]"
CodeAmandaSexPush_50839da7		"Что ж, раз так, то будем считать, что я урок уяснила и буду работать над своим поведением. Ну а пока — спокойной ночи!" С этими словами Аманда накрылась одеялом и отвернулась от вас.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	384	"[what]"
CodeAmandaSexAgreeLeave_b0406c99		Решив пока удовлетвориться малым, вы не стали отказывать даме в ее просьбе и галантно расстегнули штаны, придвинув свое сокровенное к губам Аманды.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	394	"[what]"
CodeAmandaSexAgreeLeave_17dba134		"Ну нет так нет!" — гордо сказали вы. "Не очень-то и хотелось! Значит вот как ты ко мне относишься? Я думал, что у тебя хоть капелька совести есть. Что ж, раз так, то оставляю тебя подумать над своим поведением."	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	402	"[what]"
CodeAmandaSexAgreeLeave_eba079e3		И, оставив Аманду размышлять над тем, как связаны отказ от ваших домогательств с предполагаемым отсутствием у нее совести, вы покинули ее комнату.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	403	"[what]"
CodeAmandaSexAgreeLeave_fde21ece		Решив, что это она не всерьез, вы решительным хозяйским движением ухватили ее одной рукой за сиську, а другой полезли Аманде между ног.	game/NPC/Girls/Amanda/AmandaAtHomeCode.rpy	410	"[what]"
LegareAmandaGoMenu_69624332		Решив не вмешиваться в личную жизнь Аманды, вы проводили парочку взглядом и остались танцевать.	game/NPC/Girls/Amanda/AmandaLegareDanceSequence.rpy	132	"[what]"
AmandaLoverSex_312dcb63		Вы подошли поближе и точно: это Аманда 	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	16	"[what]"
AmandaLoverSex_db175c13	extend 	идет под ручку 	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	19	extend "[what]"
AmandaLoverSex_3653be5d	extend 	болтает 	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	21	extend "[what]"
AmandaLoverSex_96062d0d	extend 	с каким-то хреном. Вы подошли поближе и присмотрелись: 	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	23	extend "[what]"
AmandaLoverSex_194363e6	extend 	да это же [tmp_guy_name] 	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	26	extend "[what]"
AmandaLoverSex_770c93e2	extend 	с улицы [random_street]!	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	29	extend "[what]"
AmandaLoverSex_ccc68ce0	extend 	, парень с вашей улицы!	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	31	extend "[what]"
AmandaLoverSex_74a99e7c	extend 	не, этого вы в первый раз видите.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	33	extend "[what]"
AmandaLoverSex_003ca87c		"И это не говоря уже о том, что я запретил тебе приключения на свою манду искать!" крикнули вы ей вслед.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	39	"[what]"
AmandaLoverSex_c0654a87		А огорченный парень пошел куда-то своей дорогой. Хоть счастье было так близко и доступно, но уплыло из под носа.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	41	"[what]"
AmandaLoverSex_e361e986		Вы прислушались к дискуссии:	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	47	"[what]"
AmandaLoverSex_4b26c45a		"Да дам я тебе [tmp_guy_name], зачем же отказывать," говорит Аманда своему приятелю. "Только быстрее, я не могу долго отлучаться. Пошли на старое место!" и парочка следует куда-то в переулки.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	50	"[what]"
AmandaLoverSex_e21c381f		"Знаешь что, [tmp_guy_name]," улыбаясь заявляет Аманда своему дружку. "Ты похоже станешь папой! Задержка, тошнота по утрам, пузо растет, сомнений нет."\n"Да ладно тебе, Амандочка," отвечает тот, "ты со мной одним что ли кувыркалась?"\n"Да может и не ты, вот родится, тогда посмотрим. Я так, чтобы ты если вдруг что не удивлялся."\n"Да я и не удивляюсь. Ну, раз ты уже у нас залетная, то от лишних потрахушек второй раз не залетишь!" и парень заржал над собственной шуткой. "Пошли?"	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	64	"[what]"
AmandaLoverSex_ce6b03d3		"Семь бед один ответ! Пошли!" и парочка следует куда-то в переулки.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	67	"[what]"
AmandaLoverSex_12e7bb9c		"[tmp_guy_name], ну я не уверена!"\n"Амандочка, что ж ты ломаешься, давай, соглашайся! Я тут и место рядом неплохое знаю." делает свой заход новоявленный ухажер.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	80	"[what]"
AmandaLoverSex_f7df0f54		"Так я и не ломаюсь, с чего бы это мне от перепихона отказываться? Пошли скорее," и парочка следует куда-то в переулки.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	83	"[what]"
AmandaLoverSex_c5073448		"Место он знает! Тоже мне, герой-соблазнитель!"\n"А что, я вот тебе, этого, цветочек принес," галантно парирует [tmp_guy_name], даря Аманде 	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	95	"[what]"
AmandaLoverSex_0f092b24	extend 	ромашку без пары лепестков.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	99	extend "[what]"
AmandaLoverSex_6de67c44	extend 	полузасохшую фиалку.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	101	extend "[what]"
AmandaLoverSex_fcd2359d	extend 	ворох увядших незабудок.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	103	extend "[what]"
AmandaLoverSex_86f9b990		"Цветочек он принес?!" отвечает чуть смягчившись Аманда, "да иди ты со своим цветочком!"	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	107	"[what]"
AmandaLoverSex_fc95cf5e		"Нда, цветочек так себе," пробормотала Аманда. "Ну да ладно, дорог не подарок, дорого внимание. Но могу только ротиком."	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	110	"[what]"
AmandaLoverSex_dc509d92		"Ну спасибо, хоть кто-то внимание проявил," отвечает Аманда.\nНда, не слишком-то целомудренно реагирует Аманда даже на самые немудренные ухаживания.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	113	"[what]"
amanda_lover_show_sex_scene_13e9a227		[guy_name] и Аманда шли недолго, через пару поворотов галантный кавалер пропустил Аманду первой в какую-то калиточку, а потом зашел туда сам. Легким шагом, делая вид что прогуливаетесь, вы подвалили к этой калиточке и дернули ее на себя.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	138	"[what]"
amanda_lover_show_sex_scene_ab211231		[guy_name] и Аманда шли довольно долго, так что вы чуть было не потеряли их в лабиринте улочек. Наконец они пришли к какому-то зданию, по виду конюшне. Парочка проскользнула в какую-то дверь, закрыв ее за собой. Легким шагом, делая вид что прогуливаетесь, вы подкрались к этой двери и дернули ее на себя.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	140	"[what]"
amanda_lover_show_sex_scene_ce12749f		Она не поддалась. Вы дернули ее от себя с тем же результатом.\nУжасная догадка осенила вас: Заперто!\n	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	142	"[what]"
amanda_lover_show_sex_scene_7fb9a047		Но вы не растерялись, а кинулись бегом вокруг забора, пока не нашли участок пониже.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	145	"[what]"
amanda_lover_show_sex_scene_2762f871		Но вы не растерялись, а обошли здание кругом, внимательно его осматривая, пока наконец не обнаружили приоткрытое окошко и удобно стоящие рядом ящики.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	147	"[what]"
amanda_lover_show_sex_scene_ebea9307		Но воспользоваться им вам не удалось: в улочку именно в этот момент зашел патруль городской стражи. Не хватало вам еще чтобы вас приняли за вора. Когда же они прошли, вы начали все-таки карабкаться на стену но было уже поздно.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	150	"[what]"
amanda_lover_show_sex_scene_9db66d34		Послышался скрежет открывающейся калитки и быстрые шаги. Ломиться же в пустой чужой двор смысла не имеет.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	153	"[what]"
amanda_lover_show_sex_scene_897102f7		Послышался скрежет открывающейся двери и удаляющиеся шаги. Ломиться же в чужую конюшню смысла не имеет.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	155	"[what]"
amanda_lover_show_sex_scene_df47ac32		Ловко подпрыгнув, вы уцепились за край забора, подтянулись, и заглянули во дворик.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	159	"[what]"
amanda_lover_show_sex_scene_337f55d5		[guy_name] стоит, прислонившись к телеге, а Аманда стоит перед ним на коленях и отсасывает. Вдруг он попробовал было вытащить свой член из ее рта, но она протестующе замычала, принимая весь заряд его семени в рот.\nЗакончив сглатывать, она подняла на него глаза и сказала: "Но-но, головой надо думать иногда! Если бы твоя сперма попала мне на платье, то как бы потом я его отстирывала? Говорят, что в республике Атлантида именно так уличили в измене жене тамошнего дожа!"\nНда, не ожидали вы от Аманды такой эрудиции.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	162	"[what]"
amanda_lover_show_sex_scene_fe86abb0		[guy_name] разложил Аманду на телеге и невозбранно трахает ее. Той, похоже, это нравится. Впрочем, вы похоже застали уже самое окончание совокупления, если так можно выразиться.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	165	"[what]"
amanda_lover_show_sex_scene_26d6ca02		Подставив пару ящиков, вы залезли достаточно высоко чтобы осторожно заглянуть в окно. Там вы увидели то, что и ожидали.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	168	"[what]"
amanda_lover_show_sex_scene_59427592		[guy_name] развалился на куче сена, а Аманда, склонившись над ним, делала ему приятное. Собственно вы застали самый финал, когда Аманда получила полный заряд прямо в рот. И что характерно, все проглотила.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	171	"[what]"
amanda_lover_show_sex_scene_1f96d8b8		[guy_name] уложил Аманду на куче сена и трахает ее, а та ему с энтузиазмом подмахивает. Причем похоже, что дело близится к концу. Так и есть!	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	174	"[what]"
amanda_lover_show_sex_scene_8cc761bc		[guy_name] даже и не озаботился вытащить свой член из Аманды и кончил прямо в нее.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	178	"[what]"
amanda_lover_show_sex_scene_fc85f0ee		Впрочем, более беременной чем сейчас он ее вряд ли сделает, так что можно считать что молодежь достаточна осторожна в сексе.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	181	"[what]"
amanda_lover_show_sex_scene_7d22d0af		Парень похоже ожидал нагоняя за свой поступок, но Аманда на это и внимания не обратила.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	183	"[what]"
amanda_lover_show_sex_scene_b30943d7		\n"Блин, [guy_name], ты же обещал!" воскликнула Аманда пытаясь пальцами убрать как можно семени из своего влагалища.\n"Ну мало ли что я на ком обещал!" расхототался в ответ молодой подонок, но через секунду все-таки сбавил тон: "Ну ладно, Амандочка, миласик, я не нарошно, это случайно вышло, ты не подумай чего!"	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	185	"[what]"
amanda_lover_show_sex_scene_8474603f		[guy_name] на всякий случай в последний момент вышел из Аманды и излился ей на живот.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	188	"[what]"
amanda_lover_show_sex_scene_10e53cf0		"Да мог бы и внутрь, разницы уже нет," сказала ему Аманда, размазывая семя по надутому животу. Но можно и так, девчонки говорят, что семя коже полезно и от растяжек помогает."	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	191	"[what]"
amanda_lover_show_sex_scene_c466a263		"О, крем!" сказала Аманда, размазывая сперму по коже. "Девчонки говорят, что семя для кожи очень полезно!"	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	193	"[what]"
amanda_lover_show_sex_scene_813fe30e		\n\n"Видишь, я говорил - приходи со мной на сеновал, не пожалеешь!" гордо заявляет [guy_name], "а ты еще смеялась, мол я лучше с кузнецом приду!"\n"С каким еще кузнецом?! Я такого не говорила, что ты выдумываешь?"\n"Ой, я тебя перепута..., впрочем неважно," оставил в недоумении свою подругу [guy_name].	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	196	"[what]"
amanda_lover_show_sex_scene_d4bbb4bc		\n\nВам уже поздно вмешиваться, парочка собирается и идет к выходу. Устраивать скандал сейчас тоже вроде как не с руки, если надо, то можно поговорить с Амандой в более спокойной обстановке.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	198	"[what]"
amanda_lover_show_sex_scene_ce253f8c		Только вы собрались было вернуться к трактиру, как кто-то похлопал вас сзади по плечу.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	213	"[what]"
amanda_lover_show_sex_scene_e6fc0ad7		Вы обернулись и увидели пару стражников укоризненно смотрящих на вас. "Воруем?" спросил первый. "Или еще только готовимся?" добавил второй.\nВы попробовали было уверить их в том, что вы ни сном, ни духом ничего такого не планировали.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	217	"[what]"
amanda_lover_ask_shy_code_3db4e4f9		"Дурак, я же тебе говорила что я еще девушка и берегу пока себя," отбривает наглеца Аманда.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	227	"[what]"
amanda_lover_ask_shy_code_b7c8b778		"Я тебе уже говорила, что нет. Не за ту ты меня принимаешь," отбривает наглеца Аманда.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	229	"[what]"
amanda_lover_ask_shy_code_d23529bd		"Иди поищи кого еще, поподатливей!"\nИ с этими словами она гордо разворачивается и идет обратно к трактиру.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	232	"[what]"
amanda_lover_ask_shy_code_ff28e1eb		Но тут же все портит, добавляя: "могу только ротиком."	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	234	"[what]"
amanda_lover_ask_cum_code_592996f8		\n"А ты обещаешь что не кончишь раньше меня?"\n"Конечно обещаю, да что я, да я, я всегда о девушке в первую очередь волнуюсь. Не веришь - [tmp_girl_name] подтвердит." торопливо обещает [tmp_guy_name].\n"Да я вот потому и сомневаюсь, что [tmp_girl_name] подтвердила. Только не совсем то."	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	240	"[what]"
amanda_lover_ask_cum_code_12967117		"Да врет она все!"\n"Совсем ты запутался, то подтвердит, то врет. Ну ладно, бывай!" обламывает Аманда незадачливого ухажера и идет обратно к трактиру.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	243	"[what]"
amanda_lover_ask_cum_code_20447ed1		"Да нет, с ней пару накладок конечно было, но теперь я уже научился!" ловко вывертывается [tmp_guy_name].\n"А в меня кончать не будешь, вытащишь?" продолжает уточнять дотошная девица.\n"Конечно, как скажешь!" [tmp_guy_name] соглашается на все с готовностью.\n"А что это в таком случае [RandomNameCode('female')] с пузом ходит? И от кого же это [RandomNameCode('female')] родила в прошлом месяце?" осведомляется Аманда.\n"А откуда же мне знать? Я один что ли был? Но делал все как скажут." вывернулся парень.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	245	"[what]"
amanda_lover_ask_cum_code_00282f47		"А [tmp_girl_name] эта сама говорила чтоб в нее кончал, мол люблю когда там хлюпает." добавил он не совсем складно.\n"Так ты не кончал или она сама мол просила, ты уж определись. А когда определишься, тогда и поговорим!" обламывает Аманда незадачливого ухажера и идет обратно к трактиру.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	248	"[what]"
amanda_lover_ask_cum_code_8b940ecb		"Ну ладно, поверю тебе, пошли!" и парочка следует куда-то в переулки.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	250	"[what]"
amanda_lover_ask_minet_agree_27842768		"Ну ладно, пошли," соглашается довольный [tmp_guy_name]\n"Только быстро, а то мне опять на работу пора," малость приумеряет его радость Аманда и парочка следует куда-то в переулки.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	256	"[what]"
amanda_lover_ask_minet_agree_003ca87c		"И это не говоря уже о том, что я запретил тебе приключения на свою манду искать!" крикнули вы ей вслед.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	272	"[what]"
amanda_lover_ask_minet_agree_c0654a87		А огорченный парень пошел куда-то своей дорогой. Хоть счастье было так близко и доступно, но уплыло из под носа.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	274	"[what]"
amanda_lover_ask_sex_agree_003ca87c		"И это не говоря уже о том, что я запретил тебе приключения на свою манду искать!" крикнули вы ей вслед.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	296	"[what]"
amanda_lover_ask_sex_agree_c0654a87		А огорченный парень пошел куда-то своей дорогой. Хоть счастье было так близко и доступно, но уплыло из под носа.	game/NPC/Girls/Amanda/AmandaLoverSex.rpy	298	"[what]"
AmandaSexDanceStreet_ef533ab8		Продолжая танцевать, вы вдруг прошептали Аманде на ушко: "Милая, а может прогуляемся немного?"\n"А почему бы и нет", с улыбкой ответила вам она. Взявшись за руки вы пошли в лабиринт улочек и переулков. Увидя скрытую от глаз подворотню, вы, не сговариваясь, устремились туда.	game/NPC/Girls/Amanda/AmandaSexDanceStreet.rpy	5	"[what]"
AmandaSexDanceStreet_08b59ed5		Вдруг Аманда сказала: "Только знаешь, Стефан, а вдруг нас кто здесь застукает? Я стесняюсь. Давай я тебе по быстрому отсосу, пока никто не пришел? Хорошо?" и с этими словами ваша озорная подруга начала расстегивать ваши штаны.\nРешив, что спор может привлечь ненужное внимание вы не стали вступать с ней в дискуссию и указывать ей на очевидную бездоказательность ее позиции и слабость аргументов.	game/NPC/Girls/Amanda/AmandaSexDanceStreet.rpy	19	"[what]"
AmandaSexDanceStreet_2f161356		Вы находитесь в какой-то подворотне. Рядом с вами Аманда.	game/NPC/Girls/Amanda/AmandaSexDanceStreet.rpy	26	"[what]"
EventAmandaLizettTalkApply_b7a30b96		Вы похвалили Аманду за то, что она послушалась вас и не стала болтать с Лизеттой. На ее лице читалось явное облегчение от того, что она не попалась.	game/NPC/Girls/Amanda/EventAmandaLizettTalk.rpy	74	"[what]"
EventAmandaLizettTalkApply_8b874f52		Вы подошли к болтушкам и начали сурово отчитывать Аманду за то, что она не выполнила вашего наказа. Аманда расплакалась и убежала в слезах.	game/NPC/Girls/Amanda/EventAmandaLizettTalk.rpy	78	"[what]"
EventAmandaLizettTalkApply_0742e46e		Вы подошли к болтушкам и вмешались в их разговор, отозвав Аманду в сторону, якобы по неотложному делу. Как только вы остались вдвоем вы сказали Аманде, чтобы она не болтала с Лизеттой, так как та распущенная девчонка и хорошему не научит. Аманда выслушала вас и пообещала с Лизеттой не говорить.	game/NPC/Girls/Amanda/EventAmandaLizettTalk.rpy	83	"[what]"
EventAmandaLizettTalkApply_bc51bf51		Вы подошли к Аманде и сказали, что случайно слышали ее разговор с Лизеттой. Вы отметили, что она абсолютно правильно не стала с ней болтать и что вы тоже не советуете ей трепаться с юной шлюхой. При слове "шлюха" Аманда зарделась и пообещала с Лизеттой больше не говорить.	game/NPC/Girls/Amanda/EventAmandaLizettTalk.rpy	87	"[what]"
EventAmandaLizettTalkApply_8c6ded64		Вы подошли к Аманде и сказали, что погорячились, вы не хотите на нее давить и она имеет полное право говорить с кем хочет. Аманда поблагодарила вас за доверие и пошла по своим делам.	game/NPC/Girls/Amanda/EventAmandaLizettTalk.rpy	90	"[what]"
EventAmandaLizettTalkApply_1b6cf6d2		Вы решили подслушать, что будет дальше.	game/NPC/Girls/Amanda/EventAmandaLizettTalk.rpy	92	"[what]"
EventAmandaLizettTalkApply_ab5b6e89		[_return]	game/NPC/Girls/Amanda/EventAmandaLizettTalk.rpy	95	"[what]"
EventAmandaLizettTalk2Apply_215f0e1e		Вы поймали проходящую мимо Аманду и строго ее отчитали за то, что она болтала с Лизеттой несмотря на запрет. Аманда расплакалась и убежала в слезах.	game/NPC/Girls/Amanda/EventAmandaLizettTalk2.rpy	39	"[what]"
EventAmandaLizettTalk2Apply_d960d534		Вы поймали проходящую мимо Аманду и сказали ей, чтобы она не болтала с Лизеттой, так как та распущенная девчонка и хорошему не научит. Аманда выслушала вас и пообещала с Лизеттой не говорить.	game/NPC/Girls/Amanda/EventAmandaLizettTalk2.rpy	43	"[what]"
EventAmandaLizettTalk2Apply_ac696985		Вы поймали проходящую мимо Аманду и сказали ей, что погорячились, вы не хотите на нее давить и она имеет полное право говорить с кем хочет. Аманда поблагодарила вас за доверие и пошла по своим делам.	game/NPC/Girls/Amanda/EventAmandaLizettTalk2.rpy	46	"[what]"
EventAmandaLizettTalk2Apply_9bcfae0d		Ей очень понравилось, что вы ей так доверяете.	game/NPC/Girls/Amanda/EventAmandaLizettTalk2.rpy	48	"[what]"
amanda_dance_menu_deb7bf52		Вы подошли к Аманде и начали с ней весело болтать о разной ерунде. За разговором незаметно пролетело время.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	15	"[what]"
amanda_dance_menu_5c2ea154		Вы подумали что зря вы стали болтать с Амандой о ерунде. Ничего нового вы не узнали, а доверяет вам она и без пустого трепа.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	17	"[what]"
amanda_dance_menu_9b41296b		Кажется, Аманда стала еще больше восхищаться вами!	game/NPC/Girls/Amanda/IntAmandaDance.rpy	21	"[what]"
amanda_dance_menu_af192045		Пока музыка еще не стихла, вы наклоняетесь к Аманде поближе и тихо просите ее об одолжении. Объясняете, что для хозяйственного дела вам очень пригодилась бы ее ночная миска, а взамен обещаете потом купить новую, красивее прежней.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	26	"[what]"
amanda_dance_menu_532038ef		Подвыпившая Аманда сначала хихикает над странной просьбой, потом шепчет, что вы и впрямь умеете выбирать момент. Немного поколебавшись, она соглашается и обещает потом тихонько передать вам миску.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	29	"[what]"
amanda_dance_menu_1a444f2e		"Нет уж, Стефан. Даже с вином в голове я не настолько безумна," шепчет Аманда и, смущенно улыбаясь, отмахивается от вашей просьбы.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	31	"[what]"
amanda_dance_menu_24b4c27b		Вы подошли к Аманде и пригласили ее потанцевать.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	34	"[what]"
amanda_dance_menu_ae8b7fa0		Она с радостью согласилась, вы взяли ее под руку и вскоре вы закружились в танце.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	39	"[what]"
amanda_dance_menu_a516078e		Она с сомнением сказала: 'Ты же Стефан, зачем это мне с тобой танцевать?', но все таки взяла вашу руку и вскоре вы закружились в танце.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	42	"[what]"
amanda_dance_menu_500e1341		"Ты что, Стефан, сдурел?!" ответила вам Аманда. Расстроенный отказом, вы отправились восвояси.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	45	"[what]"
amanda_dance_menu_37b88508		Танец закончился и вы вернулись к колоннаде.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	50	"[what]"
amanda_dance_menu_0599cfdd		Вы продолжили кружится в танце с Амандой.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	53	"[what]"
amanda_dance_menu_74601f9e		Ваши руки нежно обнимают талию Аманды.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	55	"[what]"
amanda_dance_menu_cf25466f		Ваши руки покоятся на попе Аманды.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	57	"[what]"
amanda_dance_menu_736a1afb		Ваши руки нежно сжимают упругую попку Аманды через тонкую ткань ее платья.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	59	"[what]"
amanda_dance_menu_012b3805		Вы нежно целуете Аманду во время танца.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	61	"[what]"
amanda_dance_menu_d66916a7		Вы страстно, переплетаясь языками, целуете Аманду, прилагая все усилия чтобы не сбиться с ритма.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	63	"[what]"
amanda_dance_menu_3918a0ba		Аманда трется своими грудками о вашу грудь, потихоньку возбуждаясь.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	65	"[what]"
amanda_dance_menu_37b88508_1		Танец закончился и вы вернулись к колоннаде.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	68	"[what]"
amanda_dance_menu_bb42f901		Вы положили руки на талию Аманды.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	71	"[what]"
amanda_dance_menu_61baeadf		Она улыбнулась и придвинулась к вам поближе, продолжая танец.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	73	"[what]"
amanda_dance_menu_c0b46252		Аманда поморщилась, но возражать не стала.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	78	"[what]"
amanda_dance_menu_22195a22		"Стефан, что ты такое делаешь?!" закричала Аманда. Вы попробовали объяснить, что так обычно танцуют, но обнаружили что разговариваете с пустотой, Аманда ушла.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	83	"[what]"
amanda_dance_menu_37b88508_2		Танец закончился и вы вернулись к колоннаде.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	90	"[what]"
amanda_dance_menu_729248df		Вы опустили руки с талии на попу Аманды.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	94	"[what]"
amanda_dance_menu_653505a2		Вы положили руки на попу Аманды.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	96	"[what]"
amanda_dance_menu_8a50dff0		Аманда улыбнулась и придвинулась к вам поближе, продолжая танец.	game/NPC/Girls/Amanda/IntAmandaDance.rpy	98	"[what]"
