filename,location_name,type,detected_keywords,semantic_score,notes,tables_detected
IntAlberTalk.txt,IntAlberTalk,world_location,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""MAX"", ""MENU"", ""CLS"", ""GS"", ""RESULT"", ""END"", ""MIN"", ""IIF"", ""XGT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",movement commands detected,False
IntAmandaDance.txt,IntAmandaDance,world_location,"[""ELSE"", ""RAND"", ""WAIT"", ""GT"", ""DYNEVAL"", ""IF"", ""MENU"", ""P"", ""PL"", ""OR"", ""GS"", ""RESULT"", ""END"", ""MIN"", ""IIF"", ""DYNAMIC"", ""STRCOMP"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 2, ""system"": 3, ""action"": 1, ""visual"": 0}",movement commands detected,False
IntAmandaDressChange.txt,IntAmandaDressChange,system_logic,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""MENU"", ""P"", ""OR"", ""GS"", ""RESULT"", ""END"", ""MIN"", ""IIF"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
IntAmandaSex.txt,IntAmandaSex,world_location,"[""ELSE"", ""RAND"", ""GT"", ""DYNEVAL"", ""IF"", ""MENU"", ""P"", ""ARGS"", ""PL"", ""OR"", ""GS"", ""RESULT"", ""END"", ""MIN"", ""IIF"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF"", ""CLA"", ""LOC""]","{""movement"": 1, ""dialog"": 2, ""system"": 2, ""action"": 2, ""visual"": 0}",movement commands detected,False
IntAmandaTalk.txt,IntAmandaTalk,unknown,"[""ELSE"", ""RAND"", ""DYNEVAL"", ""IF"", ""MENU"", ""P"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
IntBeckyAfterCermon.txt,IntBeckyAfterCermon,system_logic,"[""ELSE"", ""RAND"", ""IF"", ""MENU"", ""P"", ""CLS"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 2, ""visual"": 0}",heavy system commands detected,False
IntBeckyDance.txt,IntBeckyDance,world_location,"[""ELSE"", ""RAND"", ""WAIT"", ""GT"", ""IF"", ""MENU"", ""P"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""DYNAMIC"", ""STRCOMP"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 1, ""system"": 3, ""action"": 1, ""visual"": 0}",movement commands detected,False
IntBeckyDressChange.txt,IntBeckyDressChange,system_logic,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""MENU"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
IntBeckyGuest.txt,IntBeckyGuest,world_location,"[""ELSE"", ""RAND"", ""IF"", ""MAX"", ""MENU"", ""P"", ""CLS"", ""PL"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""DYNAMIC"", ""XGT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 2, ""system"": 2, ""action"": 1, ""visual"": 0}",movement commands detected,False
IntBeckySex.txt,IntBeckySex,world_location,"[""ELSE"", ""RAND"", ""GT"", ""IF"", ""MAX"", ""MENU"", ""P"", ""ARGS"", ""PL"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""KILLVAR"", ""AND"", ""ELSEIF"", ""CLA""]","{""movement"": 1, ""dialog"": 2, ""system"": 3, ""action"": 2, ""visual"": 0}",movement commands detected,False
IntBeckyTalk.txt,IntBeckyTalk,world_location,"[""ELSE"", ""FUNC"", ""RAND"", ""DYNEVAL"", ""IF"", ""MENU"", ""CLS"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""DYNAMIC"", ""XGT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",movement commands detected,False
IntBeckyTalkSherwood.txt,IntBeckyTalkSherwood,unknown,"[""DYNEVAL"", ""IF"", ""MAX"", ""MENU"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
IntEddieBeckySex.txt,IntEddieBeckySex,system_logic,"[""ELSE"", ""RAND"", ""IF"", ""MENU"", ""P"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
IntEddieTalk.txt,IntEddieTalk,system_logic,"[""ELSE"", ""RAND"", ""IF"", ""MENU"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
IntGeorgettAfterCermon.txt,IntGeorgettAfterCermon,unknown,"[""ELSE"", ""DYNEVAL"", ""IF"", ""MENU"", ""CLS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",,False
IntGeorgettDressChange.txt,IntGeorgettDressChange,unknown,"[""FUNC"", ""MENU"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 1, ""visual"": 0}",,False
IntGeorgettSex.txt,IntGeorgettSex,system_logic,"[""ELSE"", ""RAND"", ""IF"", ""MENU"", ""P"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""MIN"", ""IIF"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
IntGeorgettTalk.txt,IntGeorgettTalk,world_location,"[""ELSE"", ""RAND"", ""GT"", ""DYNEVAL"", ""IF"", ""MENU"", ""CLS"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",movement commands detected,False
IntHarrassmentDiscuss.txt,IntHarrassmentDiscuss,unknown,"[""ELSE"", ""IF"", ""MENU"", ""ARGS"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""STRCOMP"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
IntLizaDressChange.txt,IntLizaDressChange,system_logic,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""MENU"", ""P"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
IntLizaSex.txt,IntLizaSex,system_logic,"[""ELSE"", ""RAND"", ""IF"", ""MENU"", ""P"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
IntLizaTalk.txt,IntLizaTalk,world_location,"[""ELSE"", ""RAND"", ""GT"", ""DYNEVAL"", ""IF"", ""MENU"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",movement commands detected,False
IntLizettAfterCermon.txt,IntLizettAfterCermon,unknown,"[""ELSE"", ""DYNEVAL"", ""IF"", ""MENU"", ""CLS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""ACT"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",,False
IntMelissaDressChange.txt,IntMelissaDressChange,unknown,"[""FUNC"", ""MENU"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 1, ""visual"": 0}",,False
IntMelissaTalk.txt,IntMelissaTalk,unknown,"[""ELSE"", ""RAND"", ""IF"", ""MENU"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
Intro.txt,Intro,cutscene,"[""ELSE"", ""GOTO"", ""RAND"", ""SHOWINPUT"", ""USEHTML"", ""DEBUG"", ""DISABLESCROLL"", ""SHOWOBJS"", ""IF"", ""JUMP"", ""ADDOBJ"", ""KILLALL"", ""GS"", ""ARRSIZE"", ""END"", ""CLOSE"", ""ACT"", ""DYNAMIC"", ""SHOWSTAT"", ""LOC""]","{""movement"": 2, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 1}",semantic cutscene name detected,False
IntRobinTalk.txt,IntRobinTalk,cutscene,"[""IF"", ""MENU"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",semantic cutscene name detected,False
IntSandraDressChange.txt,IntSandraDressChange,unknown,"[""FUNC"", ""MENU"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 1, ""visual"": 0}",,False
IntSandraTalk.txt,IntSandraTalk,unknown,"[""ELSE"", ""RAND"", ""IF"", ""MENU"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
IntZimmerTalk.txt,IntZimmerTalk,unknown,"[""ELSE"", ""RAND"", ""IF"", ""MENU"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
IrmaShortStories.txt,IrmaShortStories,unknown,"[""ELSE"", ""RAND"", ""IF"", ""MAX"", ""P"", ""ARGS"", ""OR"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
JobMenuDesc.txt,JobMenuDesc,unknown,"[""ELSE"", ""IF"", ""ARGS"", ""RESULT"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
KidsFunctions.txt,KidsFunctions,world_location,"[""ELSE"", ""COPYARR"", ""FUNC"", ""RAND"", ""DYNEVAL"", ""IF"", ""MAX"", ""MENU"", ""P"", ""MOD"", ""ARGS"", ""CLR"", ""JUMP"", ""OR"", ""GS"", ""RESULT"", ""ARRSIZE"", ""END"", ""MIN"", ""MID"", ""IIF"", ""LCASE"", ""DYNAMIC"", ""STRCOMP"", ""KILLVAR"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 1, ""system"": 3, ""action"": 1, ""visual"": 0}",movement commands detected,False
loadg.txt,loadg,system_logic,"[""ELSE"", ""FUNC"", ""IF"", ""P"", ""MOD"", ""ARGS"", ""RESULT"", ""END"", ""MID"", ""IIF"", ""DYNAMIC"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 0, ""visual"": 0}",heavy system commands detected,False
Loc.txt,Loc,unknown,"[""CURLOC"", ""IF"", ""OR"", ""GS"", ""END"", ""AND"", ""LOC""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
MarketPlace.txt,MarketPlace,world_location,"[""ELSE"", ""RAND"", ""GT"", ""DELACT"", ""IF"", ""MENU"", ""CLR"", ""OR"", ""GS"", ""SELACT"", ""END"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 3, ""visual"": 0}",semantic world name detected,False
Menu.Add.txt,Menu.Add,world_location,"[""ELSE"", ""STR"", ""REPLACE"", ""IF"", ""MENU"", ""ARGS"", ""JUMP"", ""OR"", ""ARRSIZE"", ""END"", ""LCASE"", ""EXIT"", ""DYNAMIC""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",movement commands detected,False
Menu.AddCondition.txt,Menu.AddCondition,system_logic,"[""REPLACE"", ""DYNEVAL"", ""IF"", ""MENU"", ""ARGS"", ""OR"", ""RESULT"", ""ARRSIZE"", ""END"", ""EXIT"", ""DYNAMIC""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
Menu.AddEvent.txt,Menu.AddEvent,event,"[""TRIM"", ""REPLACE"", ""IF"", ""MENU"", ""ARGS"", ""OR"", ""END"", ""LCASE"", ""EXIT"", ""DYNAMIC"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",semantic event name detected,False
Menu.AddModule.txt,Menu.AddModule,system_logic,"[""REPLACE"", ""DYNEVAL"", ""IF"", ""MENU"", ""ARGS"", ""OR"", ""RESULT"", ""ARRSIZE"", ""END"", ""EXIT"", ""DYNAMIC""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
Menu.Call.txt,Menu.Call,world_location,"[""ELSE"", ""MSECSCOUNT"", ""STR"", ""DYNEVAL"", ""IF"", ""MENU"", ""ARGS"", ""JUMP"", ""RESULT"", ""ARRSIZE"", ""END"", ""EXIT"", ""DYNAMIC"", ""KILLVAR""]","{""movement"": 1, ""dialog"": 0, ""system"": 3, ""action"": 1, ""visual"": 0}",movement commands detected,False
Menu.Chosen.txt,Menu.Chosen,unknown,"[""DYNEVAL"", ""IF"", ""MENU"", ""ARGS"", ""RESULT"", ""END"", ""EXIT""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
Menu.Create.txt,Menu.Create,system_logic,"[""IF"", ""MENU"", ""ARGS"", ""END"", ""EXIT"", ""KILLVAR""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
Menu.Destroy.txt,Menu.Destroy,unknown,"[""IF"", ""MENU"", ""ARGS"", ""GS"", ""END"", ""EXIT""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
Menu.Info.txt,Menu.Info,unknown,"[""NL"", ""MENU"", ""END""]","{""movement"": 0, ""dialog"": 1, ""system"": 0, ""action"": 1, ""visual"": 0}",,False
Menu.Time.txt,Menu.Time,unknown,"[""ELSE"", ""DYNEVAL"", ""IF"", ""MENU"", ""ARGS"", ""RESULT"", ""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",,False
menu_tavernstat.txt,menu_tavernstat,world_location,"[""FUNC"", ""IF"", ""MENU"", ""MOD"", ""CLR"", ""PL"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""AND""]","{""movement"": 0, ""dialog"": 1, ""system"": 1, ""action"": 1, ""visual"": 0}",semantic world name detected,False
MomDressComplaint.txt,MomDressComplaint,system_logic,"[""ELSE"", ""RAND"", ""IF"", ""MAX"", ""P"", ""CLS"", ""ARGS"", ""OR"", ""GS"", ""END"", ""MIN"", ""IIF"", ""ACT"", ""DYNAMIC"", ""AND"", ""ELSEIF"", ""CLA""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",heavy system commands detected,False
MongolTalk.txt,MongolTalk,world_location,"[""ELSE"", ""RAND"", ""DYNEVAL"", ""IF"", ""MENU"", ""CLS"", ""GS"", ""RESULT"", ""END"", ""IIF"", ""XGT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 1, ""visual"": 0}",movement commands detected,False
MorningSickness.txt,MorningSickness,system_logic,"[""ELSE"", ""RAND"", ""DYNEVAL"", ""DELACT"", ""IF"", ""P"", ""CLS"", ""ARGS"", ""OR"", ""GS"", ""SELACT"", ""END"", ""MIN"", ""ACT"", ""DYNAMIC"", ""ELSEIF"", ""CLA""]","{""movement"": 0, ""dialog"": 1, ""system"": 2, ""action"": 2, ""visual"": 0}",heavy system commands detected,False
NamesList.txt,NamesList,npc,"[""IF"", ""ARGS"", ""JUMP"", ""RESULT"", ""ARRSIZE"", ""END"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",semantic npc name detected,False
NamesSet.txt,NamesSet,npc,"[""ELSE"", ""RAND"", ""IF"", ""ARGS"", ""RESULT"", ""ARRSIZE"", ""END"", ""LCASE"", ""DYNAMIC"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",semantic npc name detected,False
NextDay.txt,NextDay,world_location,"[""ELSE"", ""FUNC"", ""SHOWINPUT"", ""USEHTML"", ""UNSELECT"", ""GT"", ""SHOWOBJS"", ""IF"", ""MAX"", ""CLS"", ""ARGS"", ""PL"", ""JUMP"", ""OR"", ""KILLALL"", ""GS"", ""END"", ""IIF"", ""LCASE"", ""ACT"", ""SHOWSTAT"", ""KILLVAR"", ""AND"", ""ELSEIF""]","{""movement"": 2, ""dialog"": 1, ""system"": 2, ""action"": 1, ""visual"": 0}",movement commands detected,False
NextDay_FinishDayEvents.txt,NextDay_FinishDayEvents,event,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""MAX"", ""JUMP"", ""OR"", ""GS"", ""ARRSIZE"", ""END"", ""MIN"", ""IIF"", ""DYNAMIC"", ""KILLVAR"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 3, ""action"": 0, ""visual"": 0}",semantic event name detected,False
NextDay_NewDayEvents.txt,NextDay_NewDayEvents,event,"[""ELSE"", ""FUNC"", ""RAND"", ""GT"", ""DYNEVAL"", ""IF"", ""MAX"", ""NO"", ""OR"", ""GS"", ""END"", ""IIF"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",semantic event name detected,False
NextDay_TavernDaily.txt,NextDay_TavernDaily,world_location,"[""ELSE"", ""FUNC"", ""RAND"", ""IF"", ""OR"", ""GS"", ""END"", ""UCASE"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic world name detected,False
onobjsel.txt,onobjsel,world_location,"[""ELSE"", ""CURLOC"", ""UNSELECT"", ""GT"", ""IF"", ""MENU"", ""CLR"", ""PL"", ""DELOBJ"", ""ADDOBJ"", ""GS"", ""RESULT"", ""END"", ""VIEW"", ""IIF"", ""AND"", ""SELOBJ""]","{""movement"": 1, ""dialog"": 1, ""system"": 1, ""action"": 1, ""visual"": 1}",movement commands detected,False
OtherFunctionsCode.txt,OtherFunctionsCode,world_location,"[""ELSE"", ""CURLOC"", ""GT"", ""IF"", ""MAX"", ""P"", ""CLS"", ""ARGS"", ""PL"", ""JUMP"", ""GS"", ""END"", ""ACT"", ""DYNAMIC"", ""ELSEIF"", ""CLA""]","{""movement"": 2, ""dialog"": 2, ""system"": 2, ""action"": 1, ""visual"": 0}",movement commands detected,False
PartEventAfterHarrassment.txt,PartEventAfterHarrassment,event,"[""ELSE"", ""FUNC"", ""RAND"", ""GT"", ""IF"", ""MENU"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""ACT"", ""STRCOMP"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",semantic event name detected,False
PartEventCustomerHarrassmentReaction.txt,PartEventCustomerHarrassmentReaction,event,"[""ELSE"", ""RAND"", ""IF"", ""ARGS"", ""RESULT"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
PartEventGirlHarrassmentReaction.txt,PartEventGirlHarrassmentReaction,event,"[""ELSE"", ""RAND"", ""IF"", ""MAX"", ""ARGS"", ""OR"", ""GS"", ""RESULT"", ""END"", ""STRCOMP"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic event name detected,False
PartEventGirlReactionTalk.txt,PartEventGirlReactionTalk,event,"[""ELSE"", ""RAND"", ""IF"", ""MAX"", ""ARGS"", ""OR"", ""RESULT"", ""END"", ""DYNAMIC"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",semantic event name detected,False
PartEventYourFirstReaction.txt,PartEventYourFirstReaction,event,"[""FUNC"", ""MENU"", ""ARGS"", ""PL"", ""GS"", ""RESULT"", ""END"", ""IIF""]","{""movement"": 0, ""dialog"": 1, ""system"": 0, ""action"": 1, ""visual"": 0}",semantic event name detected,False
PortStreets.txt,PortStreets,world_location,"[""ELSE"", ""CURLOC"", ""RAND"", ""WAIT"", ""GT"", ""DYNEVAL"", ""IF"", ""MENU"", ""NO"", ""ARGS"", ""GS"", ""END"", ""ACT"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 2, ""visual"": 0}",movement commands detected,False
PregnancyCheck.txt,PregnancyCheck,world_location,"[""ELSE"", ""RAND"", ""DYNEVAL"", ""IF"", ""MAX"", ""ARGS"", ""JUMP"", ""OR"", ""GS"", ""END"", ""MIN"", ""IIF"", ""LCASE"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",movement commands detected,False
RelationshipDesc1.txt,RelationshipDesc1,unknown,"[""ELSE"", ""IF"", ""ARGS"", ""OR"", ""RESULT"", ""END"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
saveg.txt,saveg,unknown,"[""END""]","{""movement"": 0, ""dialog"": 0, ""system"": 0, ""action"": 0, ""visual"": 0}",,False
SetTavernServiceLevels.txt,SetTavernServiceLevels,world_location,"[""ELSE"", ""IF"", ""MAX"", ""END"", ""MIN"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic world name detected,False
SexEventsTableCode.txt,SexEventsTableCode,event,"[""ELSE"", ""FUNC"", ""DYNEVAL"", ""IF"", ""MAX"", ""ARGS"", ""JUMP"", ""GS"", ""RESULT"", ""END"", ""LCASE"", ""KILLVAR"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",semantic event name detected,False
SexPort.txt,SexPort,world_location,"[""ELSE"", ""GT"", ""IF"", ""MENU"", ""CLS"", ""ARGS"", ""GS"", ""END"", ""ACT""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",movement commands detected,False
SexProstTavern.txt,SexProstTavern,world_location,"[""ELSE"", ""GT"", ""IF"", ""MENU"", ""CLS"", ""ARGS"", ""GS"", ""END"", ""ACT""]","{""movement"": 1, ""dialog"": 0, ""system"": 1, ""action"": 2, ""visual"": 0}",semantic world name detected,False
SherwoodTravel.txt,SherwoodTravel,world_location,"[""ELSE"", ""GT"", ""IF"", ""MAX"", ""MENU"", ""P"", ""CLS"", ""ARGS"", ""GS"", ""END"", ""IIF"", ""ACT"", ""DYNAMIC"", ""ELSEIF"", ""CLA""]","{""movement"": 1, ""dialog"": 1, ""system"": 2, ""action"": 2, ""visual"": 0}",movement commands detected,False
ShowAmandaPortrait.txt,ShowAmandaPortrait,unknown,"[""ELSE"", ""CURLOC"", ""RAND"", ""IF"", ""GS"", ""END"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
ShowBeckyPortrait.txt,ShowBeckyPortrait,unknown,"[""ELSE"", ""RAND"", ""IF"", ""GS"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
ShowChurchDraupnirList.txt,ShowChurchDraupnirList,world_location,"[""ELSE"", ""IF"", ""MENU"", ""JUMP"", ""GS"", ""RESULT"", ""ARRSIZE"", ""END"", ""IIF"", ""DYNAMIC"", ""AND""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 1, ""visual"": 0}",movement commands detected,False
ShowCurrentCockState.txt,ShowCurrentCockState,system_logic,"[""ELSE"", ""IF"", ""ARGS"", ""PL"", ""END"", ""LCASE"", ""AND""]","{""movement"": 0, ""dialog"": 1, ""system"": 1, ""action"": 0, ""visual"": 0}",semantic system name detected,False
ShowCurrentSex.txt,ShowCurrentSex,world_location,"[""ELSE"", ""IF"", ""NO"", ""P"", ""ARGS"", ""CLR"", ""PL"", ""JUMP"", ""OR"", ""GS"", ""ARRSIZE"", ""END"", ""DYNAMIC"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 2, ""system"": 2, ""action"": 0, ""visual"": 0}",movement commands detected,False
ShowGeorgettPortrait.txt,ShowGeorgettPortrait,unknown,"[""RAND"", ""IF"", ""GS"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
ShowGirlSexHistory.txt,ShowGirlSexHistory,world_location,"[""ELSE"", ""FUNC"", ""IF"", ""P"", ""ARGS"", ""JUMP"", ""GS"", ""ARRSIZE"", ""END"", ""IIF"", ""DYNAMIC""]","{""movement"": 1, ""dialog"": 1, ""system"": 2, ""action"": 0, ""visual"": 0}",movement commands detected,False
ShowImage.txt,ShowImage,unknown,"[""ELSE"", ""IF"", ""ARGS"", ""PL"", ""END"", ""VIEW""]","{""movement"": 0, ""dialog"": 1, ""system"": 1, ""action"": 0, ""visual"": 1}",,False
ShowImageSeq.txt,ShowImageSeq,world_location,"[""ELSE"", ""RAND"", ""WAIT"", ""IF"", ""ARGS"", ""JUMP"", ""GS"", ""END"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 0, ""system"": 2, ""action"": 0, ""visual"": 0}",movement commands detected,False
ShowLizaPortrait.txt,ShowLizaPortrait,unknown,"[""ELSE"", ""RAND"", ""IF"", ""GS"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
SlutFriendsIncrease.txt,SlutFriendsIncrease,unknown,"[""RAND"", ""IF"", ""ARGS"", ""OR"", ""GS"", ""END"", ""AND""]","{""movement"": 0, ""dialog"": 0, ""system"": 1, ""action"": 0, ""visual"": 0}",,False
stat.txt,stat,system_logic,"[""ELSE"", ""IF"", ""SET"", ""CLR"", ""PL"", ""JUMP"", ""OR"", ""END"", ""AND"", ""ELSEIF""]","{""movement"": 1, ""dialog"": 1, ""system"": 2, ""action"": 0, ""visual"": 0}",semantic system name detected,False
